customer_id,Churn
3322,0
3323,0
3324,1
3325,1
3326,1
3327,0
3328,0
3329,0
3330,0
3331,0
3332,1
3333,0
3334,0
3335,0
3336,0
3337,1
3338,0
3339,0
3340,1
3341,0
3342,0
3343,0
3344,0
3345,0
3346,0
3347,0
3348,1
3349,1
3350,1
3351,0
3352,0
3353,0
3354,0
3355,1
3356,0
3357,0
3358,0
3359,0
3360,0
3361,0
3362,0
3363,1
3364,0
3365,0
3366,0
3367,0
3368,0
3369,0
3370,0
3371,0
3372,0
3373,1
3374,1
3375,0
3376,0
3377,0
3378,0
3379,0
3380,0
3381,1
3382,0
3383,0
3384,0
3385,0
3386,0
3387,0
3388,0
3389,0
3390,0
3391,0
3392,0
3393,0
3394,0
3395,0
3396,1
3397,1
3398,1
3399,1
3400,1
3401,1
3402,0
3403,0
3404,1
3405,1
3406,0
3407,0
3408,0
3409,0
3410,0
3411,0
3412,0
3413,0
3414,0
3415,0
3416,0
3417,0
3418,1
3419,0
3420,0
3421,0
3422,0
3423,0
3424,0
3425,0
3426,0
3427,0
3428,0
3429,0
3430,0
3431,1
3432,0
3433,1
3434,0
3435,0
3436,0
3437,1
3438,0
3439,1
3440,0
3441,0
3442,0
3443,1
3444,0
3445,0
3446,0
3447,0
3448,0
3449,0
3450,0
3451,0
3452,0
3453,0
3454,0
3455,0
3456,0
3457,0
3458,0
3459,0
3460,1
3461,0
3462,1
3463,0
3464,0
3465,1
3466,0
3467,1
3468,0
3469,0
3470,0
3471,1
3472,0
3473,0
3474,0
3475,0
3476,0
3477,0
3478,0
3479,0
3480,0
3481,0
3482,0
3483,0
3484,1
3485,0
3486,0
3487,0
3488,0
3489,0
3490,0
3491,0
3492,0
3493,0
3494,0
3495,0
3496,0
3497,0
3498,1
3499,0
3500,0
3501,0
3502,0
3503,0
3504,1
3505,0
3506,0
3507,0
3508,0
3509,0
3510,0
3511,0
3512,0
3513,0
3514,1
3515,0
3516,0
3517,0
3518,0
3519,0
3520,0
3521,0
3522,0
3523,0
3524,0
3525,0
3526,0
3527,0
3528,0
3529,0
3530,0
3531,0
3532,1
3533,1
3534,1
3535,1
3536,1
3537,0
3538,1
3539,0
3540,0
3541,0
3542,0
3543,0
3544,0
3545,0
3546,0
3547,0
3548,0
3549,0
3550,0
3551,0
3552,0
3553,1
3554,0
3555,0
3556,1
3557,0
3558,0
3559,1
3560,0
3561,0
3562,0
3563,0
3564,0
3565,0
3566,0
3567,0
3568,0
3569,1
3570,0
3571,1
3572,0
3573,0
3574,0
3575,0
3576,0
3577,0
3578,0
3579,0
3580,0
3581,0
3582,0
3583,0
3584,0
3585,0
3586,0
3587,0
3588,1
3589,0
3590,0
3591,1
3592,0
3593,0
3594,0
3595,0
3596,0
3597,0
3598,0
3599,0
3600,0
3601,0
3602,1
3603,1
3604,1
3605,0
3606,0
3607,1
3608,1
3609,1
3610,0
3611,0
3612,0
3613,0
3614,0
3615,0
3616,0
3617,0
3618,0
3619,1
3620,0
3621,0
3622,0
3623,0
3624,0
3625,0
3626,1
3627,0
3628,0
3629,0
3630,0
3631,0
3632,0
3633,0
3634,0
3635,0
3636,0
3637,0
3638,0
3639,0
3640,0
3641,0
3642,0
3643,0
3644,0
3645,0
3646,0
3647,0
3648,0
3649,0
3650,0
3651,0
3652,0
3653,0
3654,0
3655,0
3656,0
3657,0
3658,0
3659,0
3660,0
3661,0
3662,0
3663,0
3664,1
3665,1
3666,1
3667,1
3668,0
3669,1
3670,1
3671,1
3672,1
3673,1
3674,0
3675,0
3676,0
3677,0
3678,0
3679,0
3680,0
3681,0
3682,0
3683,1
3684,0
3685,0
3686,0
3687,0
3688,0
3689,0
3690,0
3691,0
3692,1
3693,0
3694,0
3695,0
3696,1
3697,0
3698,1
3699,0
3700,0
3701,0
3702,0
3703,0
3704,0
3705,1
3706,0
3707,0
3708,0
3709,0
3710,0
3711,0
3712,0
3713,0
3714,0
3715,1
3716,0
3717,0
3718,0
3719,0
3720,1
3721,0
3722,0
3723,0
3724,0
3725,0
3726,0
3727,0
3728,0
3729,1
3730,1
3731,0
3732,0
3733,0
3734,0
3735,0
3736,1
3737,0
3738,0
3739,0
3740,0
3741,0
3742,0
3743,0
3744,0
3745,0
3746,0
3747,0
3748,0
3749,0
3750,0
3751,0
3752,0
3753,1
3754,0
3755,0
3756,1
3757,0
3758,0
3759,0
3760,0
3761,0
3762,0
3763,0
3764,0
3765,0
3766,0
3767,0
3768,1
3769,1
3770,0
3771,0
3772,0
3773,0
3774,0
3775,1
3776,0
3777,0
3778,0
3779,0
3780,0
3781,0
3782,0
3783,0
3784,0
3785,0
3786,0
3787,1
3788,0
3789,1
3790,1
3791,1
3792,0
3793,1
3794,1
3795,1
3796,0
3797,0
3798,0
3799,0
3800,0
3801,0
3802,0
3803,0
3804,0
3805,0
3806,0
3807,0
3808,0
3809,0
3810,0
3811,0
3812,0
3813,0
3814,0
3815,0
3816,0
3817,0
3818,0
3819,0
3820,0
3821,0
3822,0
3823,0
3824,1
3825,0
3826,0
3827,0
3828,0
3829,0
3830,0
3831,0
3832,0
3833,0
3834,1
3835,0
3836,0
3837,0
3838,0
3839,0
3840,0
3841,0
3842,0
3843,0
3844,0
3845,0
3846,0
3847,0
3848,0
3849,0
3850,0
3851,0
3852,1
3853,0
3854,1
3855,0
3856,0
3857,0
3858,0
3859,0
3860,0
3861,0
3862,0
3863,1
3864,0
3865,0
3866,0
3867,0
3868,1
3869,0
3870,0
3871,0
3872,0
3873,0
3874,1
3875,0
3876,0
3877,0
3878,0
3879,0
3880,0
3881,0
3882,0
3883,0
3884,0
3885,0
3886,0
3887,1
3888,0
3889,0
3890,0
3891,0
3892,0
3893,0
3894,0
3895,0
3896,1
3897,1
3898,0
3899,0
3900,1
3901,0
3902,0
3903,0
3904,0
3905,0
3906,0
3907,1
3908,0
3909,1
3910,1
3911,0
3912,1
3913,1
3914,0
3915,1
3916,1
3917,1
3918,0
3919,0
3920,0
3921,0
3922,1
3923,0
3924,1
3925,0
3926,0
3927,0
3928,0
3929,1
3930,0
3931,0
3932,0
3933,0
3934,0
3935,1
3936,0
3937,0
3938,0
3939,0
3940,0
3941,0
3942,1
3943,0
3944,0
3945,1
3946,0
3947,0
3948,1
3949,0
3950,0
3951,0
3952,0
3953,0
3954,0
3955,0
3956,0
3957,0
3958,0
3959,0
3960,0
3961,0
3962,0
3963,1
3964,0
3965,0
3966,0
3967,0
3968,0
3969,0
3970,0
3971,1
3972,1
3973,0
3974,1
3975,1
3976,0
3977,1
3978,1
3979,0
3980,0
3981,1
3982,0
3983,0
3984,0
3985,0
3986,0
3987,0
3988,1
3989,1
3990,0
3991,0
3992,0
3993,0
3994,1
3995,0
3996,1
3997,1
3998,0
3999,0
4000,0
4001,0
4002,0
4003,0
4004,0
4005,0
4006,0
4007,0
4008,0
4009,0
4010,0
4011,0
4012,0
4013,0
4014,1
4015,0
4016,0
4017,0
4018,0
4019,0
4020,0
4021,0
4022,0
4023,1
4024,1
4025,0
4026,1
4027,1
4028,1
4029,0
4030,0
4031,0
4032,0
4033,0
4034,0
4035,0
4036,0
4037,0
4038,0
4039,0
4040,0
4041,0
4042,0
4043,0
4044,0
4045,0
4046,0
4047,0
4048,0
4049,0
4050,0
4051,0
4052,0
4053,0
4054,0
4055,0
4056,0
4057,0
4058,0
4059,0
4060,0
4061,1
4062,0
4063,0
4064,0
4065,0
4066,1
4067,0
4068,0
4069,0
4070,0
4071,1
4072,0
4073,0
4074,0
4075,0
4076,0
4077,1
4078,1
4079,1
4080,1
4081,1
4082,0
4083,1
4084,1
4085,0
4086,0
4087,0
4088,0
4089,0
4090,0
4091,0
4092,0
4093,0
4094,0
4095,1
4096,0
4097,0
4098,0
4099,0
4100,0
4101,0
4102,0
4103,0
4104,0
4105,0
4106,0
4107,0
4108,0
4109,0
4110,1
4111,0
4112,1
4113,1
4114,0
4115,0
4116,0
4117,0
4118,0
4119,1
4120,0
4121,0
4122,1
4123,0
4124,0
4125,0
4126,0
4127,1
4128,0
4129,0
4130,1
4131,1
4132,0
4133,1
4134,1
4135,1
4136,1
4137,1
4138,0
4139,1
4140,1
4141,1
4142,1
4143,0
4144,1
4145,0
4146,0
4147,0
4148,0
4149,0
4150,0
4151,1
4152,0
4153,1
4154,0
4155,1
4156,0
4157,0
4158,0
4159,0
4160,0
4161,0
4162,0
4163,0
4164,1
4165,0
4166,0
4167,0
4168,0
4169,1
4170,0
4171,1
4172,0
4173,0
4174,0
4175,1
4176,1
4177,0
4178,0
4179,0
4180,0
4181,0
4182,0
4183,0
4184,0
4185,0
4186,0
4187,0
4188,0
4189,0
4190,0
4191,0
4192,0
4193,0
4194,0
4195,0
4196,0
4197,0
4198,0
4199,0
4200,0
4201,0
4202,0
4203,0
4204,0
4205,0
4206,0
4207,0
4208,0
4209,1
4210,0
4211,1
4212,0
4213,0
4214,0
4215,0
4216,0
4217,0
4218,0
4219,0
4220,0
4221,0
4222,0
4223,0
4224,0
4225,0
4226,0
4227,0
4228,0
4229,1
4230,0
4231,0
4232,0
4233,0
4234,0
4235,0
4236,0
4237,0
4238,0
4239,0
4240,1
4241,0
4242,1
4243,0
4244,1
4245,0
4246,1
4247,1
4248,1
4249,0
4250,0
4251,0
4252,0
4253,0
4254,0
4255,0
4256,0
4257,0
4258,0
4259,0
4260,0
4261,0
4262,0
4263,0
4264,0
4265,1
4266,0
4267,0
4268,0
4269,1
4270,0
4271,0
4272,0
4273,0
4274,0
4275,0
4276,0
4277,0
4278,0
4279,0
4280,0
4281,0
4282,1
4283,0
4284,0
4285,1
4286,0
4287,0
4288,1
4289,0
4290,0
4291,1
4292,1
4293,1
4294,1
4295,0
4296,1
4297,1
4298,1
4299,1
4300,1
4301,0
4302,0
4303,0
4304,0
4305,0
4306,0
4307,0
4308,0
4309,0
4310,0
4311,0
4312,0
4313,0
4314,0
4315,1
4316,0
4317,0
4318,0
4319,0
4320,0
4321,0
4322,0
4323,0
4324,0
4325,0
4326,1
4327,0
4328,0
4329,0
4330,0
4331,1
4332,0
4333,1
4334,1
4335,1
4336,1
4337,1
4338,1
4339,0
4340,0
4341,1
4342,0
4343,0
4344,0
4345,0
4346,0
4347,0
4348,0
4349,1
4350,0
4351,0
4352,0
4353,1
4354,0
4355,0
4356,0
4357,0
4358,0
4359,0
4360,0
4361,0
4362,0
4363,1
4364,0
4365,0
4366,0
4367,0
4368,0
4369,0
4370,0
4371,0
4372,0
4373,0
4374,0
4375,0
4376,0
4377,0
4378,0
4379,0
4380,1
4381,0
4382,0
4383,1
4384,1
4385,1
4386,1
4387,1
4388,1
4389,0
4390,0
4391,0
4392,0
4393,1
4394,0
4395,0
4396,0
4397,0
4398,0
4399,0
4400,0
4401,0
4402,0
4403,0
4404,1
4405,0
4406,0
4407,0
4408,0
4409,0
4410,0
4411,0
4412,0
4413,0
4414,0
4415,0
4416,0
4417,0
4418,0
4419,0
4420,0
4421,0
4422,0
4423,0
4424,0
4425,0
4426,1
4427,0
4428,0
4429,0
4430,0
4431,0
4432,0
4433,0
4434,0
4435,0
4436,0
4437,0
4438,0
4439,1
4440,0
4441,0
4442,0
4443,0
4444,1
4445,1
4446,0
4447,0
4448,0
4449,1
4450,0
4451,0
4452,0
4453,0
4454,0
4455,1
4456,0
4457,0
4458,1
4459,1
4460,0
4461,1
4462,0
4463,1
4464,0
4465,0
4466,0
4467,0
4468,0
4469,1
4470,0
4471,0
4472,0
4473,1
4474,1
4475,0
4476,0
4477,0
4478,0
4479,0
4480,0
4481,0
4482,1
4483,0
4484,0
4485,0
4486,0
4487,0
4488,0
4489,0
4490,0
4491,0
4492,0
4493,1
4494,0
4495,0
4496,0
4497,0
4498,0
4499,0
4500,0
4501,0
4502,0
4503,0
4504,0
4505,0
4506,0
4507,0
4508,0
4509,0
4510,1
4511,1
4512,1
4513,1
4514,0
4515,0
4516,0
4517,1
4518,0
4519,0
4520,0
4521,0
4522,0
4523,0
4524,0
4525,0
4526,1
4527,0
4528,0
4529,0
4530,1
4531,1
4532,0
4533,1
4534,0
4535,0
4536,0
4537,0
4538,0
4539,0
4540,0
4541,0
4542,0
4543,1
4544,1
4545,0
4546,0
4547,0
4548,0
4549,0
4550,0
4551,0
4552,1
4553,0
4554,0
4555,0
4556,1
4557,1
4558,0
4559,0
4560,0
4561,0
4562,0
4563,0
4564,0
4565,0
4566,0
4567,0
4568,1
4569,1
4570,1
4571,1
4572,0
4573,0
4574,0
4575,0
4576,0
4577,0
4578,0
4579,0
4580,0
4581,0
4582,0
4583,0
4584,0
4585,0
4586,0
4587,0
4588,0
4589,0
4590,0
4591,0
4592,1
4593,0
4594,0
4595,1
4596,0
4597,0
4598,0
4599,0
4600,0
4601,0
4602,0
4603,0
4604,0
4605,0
4606,0
4607,0
4608,1
4609,0
4610,0
4611,0
4612,0
4613,0
4614,0
4615,0
4616,0
4617,0
4618,1
4619,0
4620,0
4621,0
4622,0
4623,0
4624,1
4625,1
4626,1
4627,1
4628,1
4629,0
4630,1
4631,0
4632,0
4633,0
4634,1
4635,0
4636,0
4637,1
4638,1
4639,1
4640,0
4641,0
4642,0
4643,0
4644,1
4645,1
4646,0
4647,0
4648,0
4649,0
4650,0
4651,1
4652,0
4653,0
4654,0
4655,0
4656,0
4657,0
4658,0
4659,0
4660,1
4661,1
4662,0
4663,0
4664,0
4665,0
4666,1
4667,0
4668,0
4669,0
4670,0
4671,0
4672,0
4673,0
4674,0
4675,0
4676,0
4677,0
4678,0
4679,0
4680,0
4681,1
4682,0
4683,0
4684,0
4685,0
4686,0
4687,0
4688,0
4689,0
4690,0
4691,0
4692,0
4693,0
4694,0
4695,0
4696,0
4697,0
4698,0
4699,0
4700,1
4701,0
4702,0
4703,0
4704,0
4705,0
4706,1
4707,0
4708,0
4709,0
4710,0
4711,0
4712,1
4713,1
4714,0
4715,0
4716,0
4717,0
4718,0
4719,0
4720,0
4721,1
4722,0
4723,0
4724,0
4725,0
4726,0
4727,0
4728,0
4729,0
4730,0
4731,0
4732,1
4733,0
4734,1
4735,0
4736,0
4737,0
4738,0
4739,1
4740,0
4741,0
4742,1
4743,1
4744,1
4745,1
4746,0
4747,0
4748,1
4749,0
4750,1
4751,0
4752,0
4753,0
4754,0
4755,0
4756,1
4757,1
4758,1
4759,0
4760,0
4761,0
4762,0
4763,1
4764,0
4765,0
4766,0
4767,0
4768,0
4769,0
4770,1
4771,0
4772,0
4773,0
4774,0
4775,0
4776,0
4777,0
4778,1
4779,0
4780,1
4781,0
4782,0
4783,0
4784,0
4785,0
4786,0
4787,0
4788,0
4789,1
4790,0
4791,0
4792,0
4793,1
4794,0
4795,1
4796,0
4797,0
4798,1
4799,0
4800,1
4801,0
4802,1
4803,0
4804,0
4805,0
4806,1
4807,0
4808,0
4809,1
4810,0
4811,0
4812,1
4813,0
4814,0
4815,0
4816,0
4817,1
4818,1
4819,0
4820,0
4821,0
